Year,bResult,gamelength,game_id,total_kills_b_team,total_kills_r_team,total_monsters_b,total_monsters_a,total_towers_b_team,total_towers_r_team,blue_gold,red_gold,Season_Encode
2015,1,54,40f5ff9c-3fd5-4fec-9564-125b304bc98e,2.0,2.0,1.0,0.0,0.0,0.0,12317,11672,2
2016,0,44,b0d8bf01-f624-45c3-9828-23cc16ca27f3,4.0,4.0,0.0,0.0,0.0,0.0,13188,13663,1
2016,1,44,979b4a04-453e-4a06-b771-250c96feaafe,0.0,0.0,1.0,1.0,2.0,2.0,13671,13950,2
2015,0,28,6f439ed5-a947-4ca8-87fa-8d4582b6f686,4.0,4.0,0.0,1.0,2.0,2.0,13243,13903,1
2015,1,42,7f1c26a1-2d54-4cec-a40d-c5ad308cc8c6,8.0,8.0,1.0,0.0,1.0,0.0,13705,12197,2
2016,1,30,6b12c983-c892-458b-96a0-14e3f1c33306,4.0,4.0,0.0,0.0,0.0,0.0,13455,12207,1
2016,1,40,6f5b14c8-9472-4271-bee0-5761716b5f19,4.0,4.0,1.0,0.0,2.0,1.0,13437,12772,1
2016,1,30,10633b86-470e-4ef1-b3f0-343e5679c2a2,8.0,8.0,1.0,0.0,0.0,0.0,13865,12545,2
2015,1,30,fc54d33f-5396-4fc0-b981-51293ccd1db5,6.0,6.0,0.0,0.0,1.0,0.0,12101,11510,1
2016,0,28,19dfd8fb-876e-4be7-b69e-2403f73f7ee1,6.0,6.0,0.0,2.0,2.0,2.0,13614,14441,1
2016,1,30,1e45adba-6390-42c6-9d12-5c138ffe8c20,0.0,0.0,2.0,0.0,3.0,3.0,15479,14728,2
2016,0,28,19972125-eff9-4d41-8b84-a0356c58e722,0.0,0.0,1.0,0.0,1.0,1.0,11859,13724,2
2016,0,45,1f6eb0ab-4962-4b34-9d0d-32020f563509,0.0,0.0,0.0,0.0,2.0,2.0,13555,14058,2
2015,1,44,251b7543-0a3c-4597-8cb1-04a3c3fcdc47,6.0,6.0,1.0,0.0,0.0,0.0,12867,12548,1
2015,0,34,c0b753b7-d8b4-4f4c-ab2d-532bd7399b17,4.0,4.0,0.0,1.0,2.0,2.0,13777,14259,1
2015,0,41,9c31e22b-1fcb-441f-a293-f8ffcc5e0452,0.0,0.0,0.0,1.0,0.0,0.0,11893,12064,2
2016,0,37,c943588b-e009-49be-94e0-008fdaf6d801,6.0,6.0,1.0,0.0,1.0,4.0,13387,15318,1
2015,1,44,58872589-79c5-4793-89ce-59ab697240fd,4.0,4.0,0.0,0.0,0.0,0.0,11814,12838,2
2016,0,24,91431851-f84c-4ae1-9954-8f531dc416d7,8.0,8.0,0.0,0.0,0.0,2.0,13838,12801,1
2015,1,27,7943097d-ad20-4d8f-b524-d5895493ae8a,8.0,8.0,1.0,0.0,0.0,0.0,12649,10757,2
2016,0,38,8ce3801d-c35d-492a-980c-ff2e0c82910d,2.0,2.0,0.0,0.0,0.0,0.0,12628,13871,2
2016,1,37,604d376a-6bbc-4c27-a068-4b035683e61f,2.0,2.0,0.0,0.0,1.0,0.0,13442,13156,2
2015,1,32,a8ded032-deb0-470a-9fe9-0af33bc74e8e,8.0,8.0,0.0,0.0,0.0,0.0,13659,13538,1
2016,0,33,2d4666a7-df29-4d59-8348-7a7590524d7c,0.0,0.0,0.0,0.0,1.0,2.0,11681,11976,2
2016,1,50,9a10a1ab-1666-4257-8c18-2e2c96b8ce62,0.0,0.0,1.0,1.0,2.0,2.0,13871,14050,2
2015,1,26,95d3f8b4-b42a-47be-a0f5-c281381d09b3,2.0,2.0,1.0,0.0,1.0,0.0,12588,12819,2
2015,0,31,b14b89ab-344f-4f79-8c41-b071c90e71a1,0.0,0.0,0.0,1.0,0.0,1.0,10357,15100,2
2016,0,38,7e48fb71-ef49-4ec1-9185-082164f607b2,0.0,0.0,0.0,0.0,0.0,0.0,12981,13754,2
2016,0,56,8e6d4431-80e3-4c4e-bf2c-da85dba6056d,2.0,2.0,1.0,0.0,2.0,3.0,14012,14712,2
2015,0,38,d2063c1e-4ad9-4567-ad2e-e9f389da1be6,0.0,0.0,0.0,0.0,0.0,0.0,11439,13009,1
2016,0,58,a887c122-49c9-473a-bc36-a2a0223aed4c,4.0,4.0,0.0,0.0,0.0,0.0,13193,13601,2
2015,0,35,c0747ac6-b977-4250-a699-f4c0b87af7db,2.0,2.0,1.0,0.0,1.0,0.0,11524,12152,2
2016,0,50,4b3e3058-917a-494c-b7a2-99db725390ff,6.0,6.0,0.0,0.0,0.0,0.0,13898,14099,2
2016,0,36,cd98ccb7-fa85-4f6a-82f1-09acf4d435b2,0.0,0.0,0.0,1.0,1.0,1.0,12349,14971,1
2016,0,45,0dc432bd-2e1d-45e2-912f-97b0bcc5d0c1,2.0,2.0,0.0,0.0,0.0,0.0,13426,13123,1
2015,1,45,980992c7-7cb9-4bb2-b731-ceefcaef31f5,2.0,2.0,0.0,0.0,0.0,0.0,12380,11302,1
2016,1,29,264b7b01-fb67-45c0-bea0-cce393e77a30,6.0,6.0,0.0,0.0,0.0,0.0,12945,12022,2
2015,1,43,8ffe1a2a-1cf1-431f-b80c-99769c887744,4.0,4.0,0.0,1.0,2.0,2.0,13332,13039,1
2016,0,35,f2098cda-61a6-4186-b700-475a2f5642b1,2.0,2.0,0.0,0.0,0.0,0.0,13579,14339,1
2015,0,48,2a361d9d-ad0f-4a80-8248-f325c81cecd2,2.0,2.0,0.0,1.0,0.0,0.0,12031,11723,1
2016,1,36,b0745e72-696b-49ad-95c2-755d42acc04c,8.0,8.0,1.0,0.0,0.0,0.0,13377,12850,2
2016,1,54,b633fb2e-ce26-4cba-9d9b-e9fa0afd8c91,2.0,2.0,0.0,0.0,0.0,0.0,13481,13070,1
2015,0,42,92249a02-5e17-4663-8224-b04c727efc47,2.0,2.0,0.0,1.0,0.0,0.0,12258,11893,2
2016,1,31,8cb6995c-7732-4a84-843a-ae2308fb0338,0.0,0.0,0.0,0.0,0.0,0.0,12680,12485,1
2016,1,40,63f07764-52d4-4771-b80f-51b938c9bc0c,2.0,2.0,0.0,0.0,1.0,0.0,13064,12622,1
2016,1,39,577ca7c5-ed77-42b7-a9c2-4a7a05cafb26,0.0,0.0,0.0,1.0,1.0,0.0,13658,12940,2
2016,0,24,ab85d145-66dd-40ff-9cab-f0ed813cdfd8,0.0,0.0,0.0,0.0,0.0,1.0,12552,13458,2
2016,1,35,97d5711d-d4aa-440b-8eee-cb20c63edae6,2.0,2.0,0.0,0.0,1.0,1.0,13536,12979,2
2016,0,53,38eeaa41-0af7-48d6-8964-468b21254da9,4.0,4.0,0.0,0.0,0.0,0.0,13749,13841,1
2016,1,28,f1bd4117-23a1-4ab2-8da7-0792736e7c2d,4.0,4.0,0.0,1.0,1.0,1.0,13739,13186,1
2016,0,23,b010ef01-b43f-4dd8-a572-411d93b2bde9,4.0,4.0,0.0,1.0,0.0,0.0,12515,12644,2
2016,0,42,196a9bd6-f156-4171-9cc4-0ba06a449af2,0.0,0.0,0.0,0.0,0.0,0.0,12910,13471,1
2016,0,52,a466da54-ab30-4c79-86d2-fa3cafd11991,0.0,0.0,1.0,0.0,0.0,0.0,13006,12820,2
2016,1,28,3c2e2ade-3e29-4334-a102-529b53b901c2,0.0,0.0,0.0,0.0,1.0,1.0,12982,12935,2
2015,0,35,ffb10df5-de4b-4db6-bb27-3e805ddd17a7,0.0,0.0,0.0,1.0,1.0,1.0,11723,11717,2
2016,0,39,fc2137c3-d19e-4c07-bcbe-779a797d2e33,4.0,4.0,0.0,1.0,2.0,2.0,13876,14225,2
2016,0,46,eed7bd0a-61e2-464a-b9e6-19dc8d8db1c4,4.0,4.0,0.0,0.0,0.0,0.0,14117,13519,1
2016,1,42,90fefad4-3d09-4a80-9cf0-7ff333ce04c1,2.0,2.0,0.0,0.0,0.0,0.0,13442,12851,1
2016,0,35,c7cebba9-f76d-4155-b540-f100d59bcdbe,6.0,6.0,0.0,0.0,0.0,0.0,13357,12912,1
2016,1,34,28f2f68c-70f7-4c71-8546-f387c3cfa682,6.0,6.0,0.0,0.0,1.0,1.0,12607,13450,2
2016,0,20,7ac1fbbc-73df-43ab-a1ec-36d31d883f6c,0.0,0.0,0.0,1.0,0.0,1.0,11256,15315,2
2016,0,50,d2316a4f-fb81-4bab-822d-bd4474a5f1d3,2.0,2.0,0.0,1.0,2.0,2.0,13822,13544,1
2016,0,35,2d733e7e-7e98-461a-af0a-50d830f9e2f9,2.0,2.0,0.0,0.0,0.0,1.0,12643,14171,1
2016,1,42,4aaf8137-c6b8-47a4-8d16-cfd60ab3b8c5,2.0,2.0,0.0,0.0,0.0,0.0,13292,13196,1
2016,0,36,aeab476e-9e01-455e-8465-3cdc039d326f,0.0,0.0,0.0,0.0,1.0,1.0,12618,13846,1
2016,0,38,80e0b029-be60-4a0a-8560-6f4d17bfed1c,0.0,0.0,0.0,1.0,2.0,2.0,13581,13827,2
2016,0,32,bc7ab890-1f86-49ae-a3c6-cc3635902664,0.0,0.0,0.0,1.0,2.0,3.0,13487,14249,1
2015,1,40,a3d922fc-ba91-4f47-a1e4-3d9e49750108,2.0,2.0,1.0,0.0,1.0,0.0,12591,12356,1
2015,0,35,00265d98-0c54-4c63-935e-7367e934f06f,0.0,0.0,0.0,1.0,1.0,0.0,11799,13021,1
2016,0,57,12571b17-c70d-4c07-944b-e4ed9b082039,0.0,0.0,0.0,1.0,1.0,1.0,13278,14042,1
2016,1,44,5e96a449-43f6-411d-877d-1172932bd9d6,0.0,0.0,0.0,2.0,3.0,2.0,13870,14236,2
2015,1,31,2a71f9e0-4d4d-4aef-8780-a738d65ce4b1,6.0,6.0,1.0,0.0,0.0,0.0,12593,11682,1
2016,0,32,944c04f6-eed2-4376-a8c3-45155b1a1494,2.0,2.0,0.0,0.0,1.0,1.0,12812,12751,1
2015,1,27,ef35b8de-2c19-4fb4-8fa5-784d30474796,12.0,12.0,0.0,0.0,1.0,1.0,13851,11537,1
2016,0,43,a416ac67-0e5c-468c-b4c8-f205badd4b19,0.0,0.0,0.0,0.0,0.0,0.0,12984,13827,1
2015,1,44,3f40d475-aad8-4ba3-91f1-04d6e9425cdd,16.0,16.0,0.0,1.0,1.0,0.0,14821,13043,2
2015,0,36,33c23441-f60b-4065-9f0e-6238ff2c06ec,0.0,0.0,0.0,0.0,0.0,1.0,11626,13166,1
2016,1,27,16c6011c-d527-4442-ac50-6635698340ce,10.0,10.0,0.0,0.0,0.0,0.0,14132,12559,1
2015,1,44,75558d3c-6f7c-41af-8adb-e6e83b164616,0.0,0.0,0.0,0.0,0.0,0.0,11865,12076,1
2015,0,40,7a2daf1d-e36d-49a9-8e1e-683e15a1ee57,0.0,0.0,0.0,1.0,0.0,0.0,11489,11474,2
2016,1,41,fe136ede-c01d-4fe3-bcbd-2fcb94156133,6.0,6.0,2.0,0.0,2.0,2.0,13534,14642,1
2016,1,29,675c6675-aaf6-4d14-ad0e-2090cfb92b28,2.0,2.0,0.0,0.0,1.0,1.0,13320,12783,2
2016,0,34,e0b71a17-ea57-4282-ac9e-5332aa2fb5d3,8.0,8.0,0.0,1.0,0.0,1.0,13532,15519,2
2016,1,35,50f90487-8123-4a31-a7f9-d7ef454ca405,2.0,2.0,0.0,0.0,0.0,0.0,12691,12534,2
2014,1,47,8ed119d0-db43-4ad8-8a01-a9f614b68635,4.0,4.0,0.0,1.0,0.0,0.0,11993,12150,1
2016,1,31,3192bdfd-325d-4069-9e79-62decfa6207f,2.0,2.0,0.0,0.0,0.0,0.0,13254,12889,2
2015,0,45,d3200a8e-49e1-4f3a-9582-46e277ce6a71,0.0,0.0,0.0,1.0,0.0,0.0,12249,12298,2
2016,1,37,f814ca23-3031-4b06-bbec-9b12e96b0bc2,4.0,4.0,1.0,1.0,2.0,2.0,13591,13439,2
2015,0,51,533c8eef-b74f-4e8c-b00a-c8f6cdee382f,0.0,0.0,0.0,0.0,0.0,0.0,12564,12150,1
2016,0,35,c7b1ab40-d6e6-4178-89f7-00d365c645b3,6.0,6.0,0.0,1.0,0.0,0.0,12353,13889,2
2016,1,41,2a832bec-c0ad-408a-a3d8-ece56d4275bd,4.0,4.0,0.0,0.0,2.0,2.0,13480,12967,2
2015,1,42,fe618d27-9ff1-4c8e-b8fc-7477d94a49ed,0.0,0.0,0.0,0.0,0.0,0.0,11813,11803,1
2016,1,22,e4827195-158f-45ef-bcf1-df1ea0b187e5,26.0,26.0,0.0,0.0,1.0,0.0,16816,11453,2
2016,1,43,102d7d12-5d53-4104-ad88-219e421a1380,4.0,4.0,0.0,0.0,0.0,0.0,12698,12617,2
2016,0,40,e301654d-b605-48c1-85c5-b9ee27265bc4,0.0,0.0,0.0,1.0,3.0,3.0,14152,14599,1
2016,1,29,856c106f-8f32-4da0-bcb6-4b07597087e7,16.0,16.0,0.0,0.0,0.0,0.0,15389,14188,1
2016,0,77,774ceb74-176d-4243-8e30-992fc504d3ea,0.0,0.0,1.0,1.0,2.0,2.0,14026,13577,1
2016,1,39,e15957e5-fe57-4198-91fb-9da67235a622,0.0,0.0,1.0,1.0,1.0,1.0,13145,12708,1
2016,1,33,d36135df-f57d-4946-aa39-69bf404b7887,6.0,6.0,1.0,1.0,1.0,1.0,14345,12870,1
2016,1,36,f23f434a-e9f4-4ba4-9f1d-5ce173cf0965,4.0,4.0,1.0,0.0,0.0,0.0,13322,12485,2
2015,0,48,8a2ced95-3f96-4e4c-a86a-e2e62acd24d9,4.0,4.0,1.0,0.0,0.0,0.0,12890,11978,1
2016,1,44,d87a31ff-1fda-44cf-8025-dd5f6ff1d49d,4.0,4.0,0.0,0.0,0.0,0.0,13419,13520,1
2015,1,28,f94bbf1c-6aeb-4fe4-8af0-82abf8fb493b,4.0,4.0,0.0,0.0,0.0,0.0,12450,11773,2
2016,1,28,9cab62e2-399d-4ea2-a736-34dcfcd7ecf4,0.0,0.0,1.0,0.0,0.0,1.0,13059,12212,1
2015,0,37,16b947f9-d2d3-45e0-b725-56889da0ba18,2.0,2.0,0.0,0.0,0.0,0.0,11615,12189,2
2015,0,26,4a714c05-18b6-4be9-81ab-8c95fb3c24ed,2.0,2.0,1.0,0.0,0.0,1.0,12252,14154,2
2016,0,51,8f8b911d-8b94-405d-ae76-6037d938d741,0.0,0.0,0.0,0.0,0.0,0.0,13359,13712,2
2015,0,48,3c432ddc-31ac-4407-a634-574c32880cef,0.0,0.0,0.0,0.0,0.0,0.0,11836,12016,1
2016,0,53,06285382-1d68-47c4-8266-a3bcb0e64896,0.0,0.0,0.0,0.0,0.0,0.0,13476,13410,2
2016,0,44,99424a8f-ab7a-42bb-85ca-a490a3292d5c,4.0,4.0,0.0,0.0,0.0,0.0,12394,13933,1
2016,0,43,49eae21a-d6cb-48cc-b1b4-0be767c5a513,2.0,2.0,0.0,0.0,0.0,0.0,12731,13576,2
2016,0,39,1f044f9d-9a1b-499a-b6e5-4cb726ad6aa9,0.0,0.0,0.0,1.0,1.0,1.0,13275,12275,1
2016,0,39,e51b7c89-1f89-4469-b413-d275879c25b1,2.0,2.0,0.0,0.0,0.0,0.0,13247,13626,1
2016,0,40,daf84d65-6083-42a5-9a06-86dee231411b,2.0,2.0,0.0,0.0,0.0,0.0,12493,12941,2
2016,1,37,a8626ad0-428b-4e34-b188-059ad2a99aeb,6.0,6.0,0.0,0.0,1.0,1.0,13989,12534,1
2015,0,24,9c835ddb-6c34-4688-9ac7-14ebe4a11410,2.0,2.0,1.0,0.0,1.0,2.0,11101,13903,1
2016,0,48,0283c544-7a97-49cc-ba93-f257b9928eee,6.0,6.0,0.0,0.0,0.0,1.0,13141,14190,1
2015,1,28,a1d2cb42-1b25-4f81-8f35-f67d0aa203e8,4.0,4.0,1.0,0.0,0.0,0.0,12168,11201,2
2016,1,67,9c8fe4ec-6075-4605-ba33-ca47aeffeda7,4.0,4.0,1.0,0.0,0.0,0.0,13920,13325,1
2016,1,43,29f9423b-6711-4c2e-b234-e01d7aaf5aad,0.0,0.0,0.0,1.0,0.0,0.0,13047,13534,1
2016,0,58,19475094-bff6-4b58-8843-0e218d246bae,2.0,2.0,0.0,0.0,1.0,1.0,13508,12118,1
2016,0,39,31f40012-6d87-4055-b4dc-d735719ac353,0.0,0.0,1.0,1.0,1.0,2.0,12749,14041,1
2016,1,57,2a60f1f5-8702-4b12-8bc2-2c58ad064608,2.0,2.0,1.0,0.0,2.0,3.0,12819,15619,1
2016,1,31,868249d5-a1c3-455a-b564-34c83940052e,0.0,0.0,0.0,0.0,0.0,0.0,12659,13952,1
2016,0,39,f6ce91b3-f04a-4231-a3bb-649e1dce4b48,4.0,4.0,0.0,0.0,0.0,0.0,13108,13623,1
2016,1,42,ab55657b-635e-4b35-810d-c1bfc69cc51d,0.0,0.0,0.0,1.0,0.0,0.0,12956,13542,1
2016,0,30,4773b0fa-e646-4517-b5b9-9fb1866e21eb,0.0,0.0,0.0,1.0,1.0,1.0,13688,14244,1
2015,1,43,72fbb0a4-15ff-41ea-a7c2-51c721ecb2c1,4.0,4.0,1.0,0.0,1.0,1.0,12150,12446,2
2016,1,30,8afa068d-82ac-4e62-bfaf-418e1762ccc8,6.0,6.0,1.0,0.0,2.0,2.0,14783,13338,2
2015,1,36,e24bc897-b56a-48a2-b350-33b65cf2da5f,8.0,8.0,1.0,0.0,0.0,0.0,13239,11178,1
2014,1,35,deace89f-2138-4551-812f-b4ddf64fb884,2.0,2.0,0.0,0.0,0.0,0.0,11526,11323,1
2016,1,32,7ea382e2-ac4c-4162-8606-9f44c1fe78db,0.0,0.0,1.0,0.0,1.0,2.0,13705,13176,1
2016,0,60,cc33836b-cf44-45a4-bd47-c06a350b88ee,0.0,0.0,0.0,0.0,0.0,1.0,12050,13117,1
2016,1,31,5ef27c2c-80ec-42b1-a939-cb6b713bce9c,6.0,6.0,1.0,1.0,2.0,2.0,14600,15035,2
2016,1,29,33db8e21-c676-495e-9447-c81d8c7d5107,0.0,0.0,0.0,0.0,2.0,2.0,14062,13584,1
2015,0,50,ad58e293-d30d-431d-8535-7a4d97d458f0,0.0,0.0,0.0,0.0,0.0,0.0,11970,12209,1
2016,1,32,8d781d21-c89a-424c-85ac-910beccd121f,2.0,2.0,0.0,0.0,0.0,0.0,13682,13666,1
2015,1,44,4654cc2a-280b-4b2e-b2f5-e53c24fbbc32,2.0,2.0,0.0,1.0,1.0,1.0,12269,12342,1
2016,1,39,85a77e96-b6b8-44ef-9d7e-c62286f44b69,2.0,2.0,1.0,0.0,2.0,1.0,14523,12720,2
2016,0,37,60eea781-abbb-49cc-97f5-cccae3c891fc,0.0,0.0,1.0,1.0,1.0,1.0,12612,14525,1
2016,1,29,e7fe58ac-313e-4973-9266-0f51e8254220,6.0,6.0,0.0,0.0,1.0,1.0,13576,12493,1
2016,0,27,f7f750db-1678-4484-8838-0c153f0fd98f,0.0,0.0,0.0,1.0,0.0,0.0,11710,14050,2
2015,1,45,9bfd2d8e-51ac-45b0-907b-ea63174f5aa2,10.0,10.0,0.0,0.0,1.0,0.0,12423,10843,2
2016,0,44,8ef1e2fa-487e-42c7-9f39-6d7d07c86999,0.0,0.0,0.0,0.0,0.0,0.0,12529,13544,1
2016,0,31,bb801b4f-bae1-4588-98ce-8c8af5dda604,0.0,0.0,0.0,1.0,2.0,2.0,13135,14237,1
2016,1,43,e048dcb4-7e20-4a1e-bd8c-5f101ff05330,2.0,2.0,1.0,0.0,2.0,3.0,13013,15296,1
2015,1,51,979e1bd5-203d-4880-96bf-37f373586b2e,2.0,2.0,0.0,0.0,0.0,0.0,11917,11517,1
2015,1,21,4cba656a-528c-4c0c-8406-fc14a230ac8d,10.0,10.0,1.0,0.0,3.0,0.0,14585,11114,1
2015,0,36,59c239ad-1b48-4c23-b190-69cf87ba4dfe,0.0,0.0,0.0,0.0,0.0,0.0,11100,11697,2
2016,1,37,f8e83c3c-1219-4f29-bf74-e9a1956609ee,2.0,2.0,0.0,0.0,0.0,0.0,12741,15055,2
2016,0,48,dcb7e03c-9b79-4a74-8dda-836d65a6cd4c,2.0,2.0,0.0,0.0,0.0,0.0,14100,12936,1
2015,1,28,1b811121-0bbf-43ae-9665-ed5da5843144,4.0,4.0,2.0,0.0,2.0,2.0,14016,12912,1
2016,1,51,d493363f-c738-492c-9a70-f7179d2aaf09,0.0,0.0,0.0,0.0,0.0,0.0,13160,13052,2
2016,1,28,b6f8cff8-227d-40de-8cce-b6ac033340d8,6.0,6.0,1.0,0.0,1.0,0.0,15202,12800,1
2015,1,35,06fa7b0f-219f-453c-8f32-81750ba6f885,10.0,10.0,1.0,0.0,1.0,2.0,13229,12600,1
2016,0,38,7fcbe272-72f1-4346-aac0-c0451ca3126b,0.0,0.0,0.0,1.0,0.0,0.0,13685,13439,2
2016,1,57,8da94718-fc07-4bbb-9263-1f4eeb4c48cb,0.0,0.0,1.0,0.0,1.0,1.0,12917,12084,2
2015,1,40,b84ee72a-26a2-403f-b785-0bfe4a74dd43,2.0,2.0,0.0,1.0,0.0,0.0,12479,11891,1
2016,0,36,83734731-3adb-4a05-a966-54b6bb914811,0.0,0.0,0.0,0.0,0.0,0.0,12426,12990,1
2015,0,31,9d929551-9ab6-4d25-bc60-73014bb021ef,2.0,2.0,0.0,1.0,0.0,0.0,11907,13972,1
2015,1,30,1f843c7a-f31e-476b-aa34-a39c027d61a4,4.0,4.0,0.0,0.0,0.0,0.0,12710,11952,1
2015,0,44,4e5882a6-33b5-401d-a185-a3176bd257c7,2.0,2.0,0.0,0.0,0.0,0.0,11973,12567,1
2016,0,27,b4401f94-4ae4-4452-a63a-6d3471d51038,4.0,4.0,0.0,1.0,0.0,0.0,12806,13393,2
2016,0,32,cfc5e473-f097-474d-8853-5527ae319f67,2.0,2.0,0.0,0.0,2.0,2.0,13910,14326,1
2016,1,26,adcb3c63-8967-4d3b-9262-a75b4f6571a4,4.0,4.0,0.0,0.0,2.0,1.0,13773,12429,2
2016,1,58,a225a75d-dcf2-4932-9b68-4e7a68dbda41,6.0,6.0,1.0,1.0,1.0,1.0,14206,12017,2
2016,1,31,1b05b99e-32b4-4391-a87e-3390ca49819c,0.0,0.0,0.0,0.0,0.0,0.0,12996,13092,1
2015,1,40,07c602a0-4a58-4367-af0f-983d615c383c,2.0,2.0,0.0,1.0,1.0,0.0,11802,12440,2
2016,0,39,5c0e692b-e6b7-4a48-8859-2b2d9aec3ab8,6.0,6.0,0.0,0.0,0.0,0.0,13365,12480,2
2016,1,35,8fd91092-8816-4db4-af93-cf1ebc38b615,8.0,8.0,0.0,0.0,1.0,1.0,14697,12388,1
2016,0,37,45161f29-6324-40c5-92b3-a435a33be334,0.0,0.0,0.0,0.0,1.0,1.0,13139,13279,1
2016,0,45,d372dfcc-d6cb-4783-9379-7bd959c4398b,2.0,2.0,0.0,0.0,0.0,1.0,12059,13032,2
2014,1,46,9ff7040a-44ab-4ef5-ac03-c5cc806b9f9c,0.0,0.0,0.0,0.0,0.0,0.0,11171,11535,1
2016,0,30,30851c3d-dee4-4cae-8638-0483b4c4fa1b,8.0,8.0,0.0,0.0,0.0,0.0,13340,13774,2
2016,1,35,8dd4f812-8eee-4295-9d30-53f03aaaf6b1,12.0,12.0,0.0,1.0,1.0,0.0,14824,13358,2
2016,0,37,4e7f0372-94ec-4724-80fe-81b27e899afd,0.0,0.0,0.0,1.0,2.0,2.0,13571,13589,1
2016,1,32,cbe6238b-faa7-4cb6-a4c9-a105fabd1041,8.0,8.0,0.0,0.0,0.0,0.0,13782,12614,2
2015,1,23,43926128-d4b2-4fb6-8b9b-e28201eff20e,14.0,14.0,1.0,0.0,0.0,0.0,12831,11249,2
2016,0,27,562b1367-176e-4343-b160-5aee59ba314a,0.0,0.0,0.0,0.0,0.0,0.0,12978,13363,1
2016,1,33,0f2a6e3c-61f9-431b-9438-c0497c0d2498,0.0,0.0,1.0,1.0,1.0,1.0,13455,13927,2
2016,1,41,3522e143-b576-49ae-8f36-eff63bb78834,0.0,0.0,0.0,0.0,3.0,3.0,13390,13401,2
2016,1,45,ba88b631-61d7-42b5-ad3e-cc5ad1da6dc6,2.0,2.0,1.0,1.0,1.0,1.0,13428,13603,1
2016,0,33,e798c5c5-4a12-4df1-a029-a6235bfd6fb1,2.0,2.0,0.0,1.0,2.0,2.0,13673,14556,1
2016,1,39,3f954a4c-854f-4f21-993b-0f3c3f4b5601,6.0,6.0,0.0,1.0,0.0,0.0,13654,13250,1
2016,0,57,5adf4267-4d7f-4795-a78f-195f5f3e86d9,4.0,4.0,1.0,0.0,0.0,0.0,12805,13067,2
2016,0,36,99ffbbfa-686a-408a-b47c-f5da8c6eccdd,6.0,6.0,0.0,0.0,0.0,0.0,13794,13401,1
2015,1,58,2716390e-4799-44ed-9431-8bf2e349bdf2,2.0,2.0,0.0,1.0,0.0,0.0,12742,12565,1
2016,1,38,a6cab7be-41b2-4ef3-9bfa-ba1fa1e8fa0b,6.0,6.0,0.0,0.0,0.0,0.0,14008,13632,2
2016,1,44,41da87c7-00c4-438c-b344-885d8315255c,0.0,0.0,0.0,0.0,0.0,0.0,12148,13267,1
2016,0,30,48cf5e1b-78ca-4a99-a1bb-6667512a0776,2.0,2.0,0.0,0.0,0.0,0.0,12262,14309,1
2015,0,25,c401ba76-17bf-4b50-b2dc-d35787d711ce,2.0,2.0,0.0,0.0,0.0,0.0,12060,12470,1
2015,1,42,e3236b61-4d5a-485a-bc84-cef9c39d0c81,10.0,10.0,0.0,0.0,0.0,0.0,13416,11690,2
2015,1,59,082dcccf-9ab9-4a35-8f77-e68ec11a0d93,4.0,4.0,0.0,0.0,0.0,0.0,12766,12234,2
2014,1,34,e29729ab-bca3-497d-99db-e2afc26fcec3,6.0,6.0,0.0,0.0,0.0,0.0,12512,11401,1
2016,1,43,6bbf0d80-3667-403f-874f-1539d61fb4c8,2.0,2.0,1.0,0.0,3.0,3.0,13851,14417,1
2015,1,26,5ef35c94-e20a-462b-925f-c9a9ca244c7a,6.0,6.0,1.0,0.0,0.0,0.0,13493,11557,2
2016,1,46,0f10b8d2-2b82-4635-9030-d96f2bf7b345,4.0,4.0,0.0,0.0,0.0,0.0,13780,13787,1
2016,0,33,118fc926-4e4d-4b71-a93a-8c76a2e70c3f,2.0,2.0,0.0,0.0,0.0,0.0,13494,13383,2
2015,1,28,ef4b8e4c-7075-4ff1-8608-a469201be686,4.0,4.0,1.0,0.0,1.0,0.0,12760,11336,2
2016,1,38,54403742-f69a-4c05-949c-69ca2c1ef55b,4.0,4.0,0.0,0.0,1.0,1.0,13721,13241,2
2015,1,31,46525623-26fc-441a-8673-875f36948efd,0.0,0.0,0.0,1.0,1.0,0.0,11304,10331,2
2015,1,39,86f8d2df-a005-4edc-845b-803520b55afb,10.0,10.0,0.0,1.0,1.0,2.0,12015,14160,2
2015,0,38,61d48e95-777a-4729-bb3a-1dbab64593b6,4.0,4.0,0.0,1.0,0.0,0.0,12152,12193,2
2015,0,44,0a019060-0aad-4f15-8dbb-404748191942,4.0,4.0,1.0,0.0,0.0,0.0,12699,12402,1
2016,1,37,75079d4f-838a-41d8-b3bd-f5746d1a16a2,0.0,0.0,0.0,0.0,0.0,0.0,13358,12979,2
2016,0,31,500fb644-e664-4a91-bd02-217736ee05fc,2.0,2.0,0.0,1.0,0.0,0.0,12754,12730,2
2016,0,28,8c3d66b6-97c3-4cf5-adb3-aa7872d2b45c,0.0,0.0,0.0,0.0,0.0,0.0,12717,14165,1
2016,1,48,68638169-f16d-4bae-89b2-523ac88c631f,0.0,0.0,1.0,1.0,2.0,2.0,13590,13710,2
2016,1,42,34d8f818-2076-4c49-81fc-b01fc074cf86,2.0,2.0,1.0,1.0,1.0,1.0,12119,13377,2
2015,1,38,db6d3d58-8239-446c-89bb-b1ffc698fc4a,2.0,2.0,1.0,0.0,0.0,0.0,12070,12589,1
