,Unnamed: 0,target,text,length,words,hasTitle,hasContent,hasLang,hasCountry1,hasCountry2,hasCountry3,hasCountry4,num_countries
1702,1702,0.0,onethird half infect peopl japan foreign,62,10,0,0,0,1,1,1,1,4
2330,2330,0.0,covid19 death brazilian state são paulo fell audit conduct new minist health,111,19,0,0,0,1,1,1,1,4
3723,3723,0.0,boil ginger cure covid19,32,5,0,0,0,1,1,1,1,4
2650,2650,0.0,post share multipl time facebook march 2020 claim china japan free novel coronavirus caus diseas covid19,164,28,0,0,0,1,1,1,1,4
1178,1178,0.0,video hospit worker franc put tatter protect gown view hundr thousand time facebook twitter alongsid claim garment china,202,34,0,0,0,1,1,1,1,4
363,363,0.0,mahmoud abdelqad albizerti lead research german group develop vaccin covid19 murder,118,17,1,1,0,1,1,1,1,4
3208,3208,0.0,viral screenshot stori alleg publish bbc claim ghana record confirm coronavirus case,127,20,0,0,0,1,1,1,1,4
2604,2604,0.0,heb give away 500 peso coupon covid19 mexico,70,13,0,0,0,1,1,1,1,4
1218,1218,0.0,n95 mask block covid19 particl size,68,12,0,0,0,1,1,1,1,4
985,985,0.0,french champion chloroquin didier raoult leav franc teach china,82,13,0,0,0,1,1,1,1,4
1940,1940,0.0,water islam ablut ritual kill novel coronavirus,73,12,0,0,0,1,1,1,1,4
1674,1674,0.0,itali thrown money street clear messag world money health danger,143,27,0,0,0,1,1,1,1,4
930,930,0.0,french astrolog nostradamus predict 1551 outbreak coronavirus china 2020,117,19,0,0,0,1,1,1,1,4
2590,2590,0.0,post cronica statement presid sweden argentinian govern,92,15,0,0,0,1,1,1,1,4
1105,1105,0.0,media outlet internet user report noguchi memori hospit approv ghanamad drug coa fs fight coronavirus,134,19,0,0,0,1,1,1,1,4
2839,2839,0.0,post say vaccin new coronavirus avail day,84,17,0,0,0,1,1,1,1,4
64,64,0.0,china took advantag coronavirus crisi buy stock technolog compani belong foreign investor,128,19,0,0,0,1,1,1,1,4
1853,1853,0.0,bottl disinfect gel prove coronavirus exist 2019,81,12,0,0,0,1,1,1,1,4
54,54,0.0,ministri health spain issu advic coronavirus outbreak,78,12,0,0,0,1,1,1,1,4
788,788,0.0,10000 peopl die coronavirus wuhan,57,9,0,0,0,1,1,1,1,4
1168,1168,0.0,soak sea treat covid19,39,7,0,0,0,1,1,1,1,4
3293,3293,0.0,virus shut necklac effect prevent virus caus covid19 infect,98,15,0,0,1,0,0,0,0,0
2825,2825,0.0,presid trump peopl die today die number hoax circul amid covid19 pandem fals,157,24,0,0,0,1,1,1,1,4
629,629,0.0,open letter purport written billionair philanthropist bill gate novel coronavirus pandem share english chines facebook twitter websit chineselanguag post state letter translat origin public british newspap sun,323,47,0,0,0,1,1,1,1,4
2106,2106,0.0,brazilian state ceará death respiratori diseas 2019 2018 2020,102,18,0,0,0,1,1,1,1,4
2603,2603,0.0,paint depict children face mask creat mural denver airport 1994 prove covid19 pandem plan,142,24,0,0,0,1,1,1,1,4
4233,4233,0.0,india majliseittehadul muslimeen aimim leader wari pathan threaten cop mosqu open lockdown,122,18,0,0,0,1,1,1,1,4
2979,2979,0.0,covid19 case reach peak peopl outsid groceri,90,16,0,0,0,1,1,1,1,4
1361,1361,0.0,alcohol gel bottl explod hot car,46,9,0,0,0,1,1,1,1,4
3025,3025,0.0,mortal rate flu right new coronavirus right 2,102,18,0,0,0,1,1,1,1,4
3655,3655,0.0,microwav face mask sanit,47,6,0,0,0,1,1,1,1,4
3209,3209,0.0,croatian doctor claim coronavirus creat 5g network goal forc obligatori vaccin,113,17,0,0,0,1,1,1,1,4
1248,1248,0.0,teresa rodríguez andalusian leftparti leader want save citizen creat public bank,111,16,0,0,0,1,1,1,1,4
2987,2987,0.0,coronavirus creat biolog laboratori wuhan,65,10,0,0,0,1,1,1,1,4
3379,3379,0.0,graphic show enhanc communiti quarantin provinc citi philippin extend 25,133,21,0,0,0,1,1,1,1,4
3963,3963,0.0,accord imag share whatsapp ansa news famous italian news agenc releas govern time plan reopen busi activ,159,26,1,1,0,1,1,1,1,4
76,76,0.0,photo show terribl condit ukrainian hospit ordinari peopl,76,10,0,1,1,0,0,0,0,0
2512,2512,0.0,weed kill coronavirus,28,4,0,0,0,1,1,1,1,4
2425,2425,0.0,interior secretari 2016 presidenti candid mar roxa urg mass test light coronavirus pandem said fall sick brought island suppos chide medic frontlin told job,269,44,0,0,0,1,1,1,1,4
2923,2923,0.0,bill gate predict coronavirus,34,4,0,0,0,1,1,1,1,4
3942,3942,0.0,russia order covo organ controversi drink produc promot madagascar covid19,104,13,0,0,0,1,1,1,1,4
4035,4035,0.0,friday prayer start tunisian mosqu april 17 close pandem lockdown day ramadan,144,23,0,0,0,1,1,1,1,4
1039,1039,0.0,decre suspens medic activ,72,12,0,0,0,1,1,1,1,4
3547,3547,0.0,claim polic thailand issu fine wear face mask public novel coronavirus pandem share repeat facebook twitter line messeng,204,35,0,0,0,1,1,1,1,4
1141,1141,0.0,video view thousand time multipl post facebook twitter claim show presid donald trump test posit novel coronavirus,180,30,0,0,0,1,1,1,1,4
744,744,0.0,unicef advis certain set step follow coronavirus,65,11,0,0,0,1,1,1,1,4
4172,4172,0.0,imag coupl claim doctor lost live coronavirus,89,17,0,0,0,1,1,1,1,4
1286,1286,0.0,doctor faint surgeri coronavirus patient,57,9,0,1,1,0,0,0,0,0
1031,1031,0.0,whatsapp chain worker argentina import lab test coronavirus advis leav hous week infect peak,191,33,0,0,0,1,1,1,1,4
2636,2636,0.0,argentina unemploy mother 5 children receiv 41015 social plan april,95,16,0,0,0,1,1,1,1,4
3426,3426,0.0,teen cough produc disturb trend report instanc teen dumb thing social media nation craze fals,187,31,0,0,0,1,1,1,1,4
2849,2849,0.0,presid donald trump call philippin presid rodrigo dutert ask help solv coronavirus cant handl constitu,154,22,0,0,0,1,1,1,1,4
2095,2095,0.0,video market terror coronavirus origin,67,10,0,0,0,1,1,1,1,4
2895,2895,0.0,drug arbidol help fight new coronavirus,53,9,0,1,1,0,0,0,0,0
4122,4122,0.0,doctor back são paulo mayor bruno cova protest quarantin measur,100,15,0,0,0,1,1,1,1,4
1111,1111,0.0,nurs claim delhi govt stop fund hotel stay doctor nurs treat covid19,112,19,0,0,0,1,1,1,1,4
2611,2611,0.0,second covid19 infect wors fatal,76,14,0,0,0,1,1,1,1,4
2700,2700,0.0,garlic onion tradit medicin recip treatment new coronavirus,98,13,1,1,0,1,1,1,1,4
2327,2327,0.0,indian govern creat roadmap eas covid19 restrict phase threeweek review process,122,18,1,1,0,1,1,1,1,4
3535,3535,0.0,audio state certain section societi surat vendor spread coronavirus,97,15,0,0,0,1,1,1,1,4
1476,1476,0.0,garlic protect coronavirus vulner group peopl blood type,104,18,0,0,0,1,1,1,1,4
1650,1650,0.0,video man kick polic offic caption say beaten disrespect lockdown measur são paulo,135,23,0,0,0,1,1,1,1,4
1409,1409,0.0,china need coronavirus swat special weapon tactic polic team arrest coronavirus victim,107,15,0,0,0,1,1,1,1,4
4229,4229,0.0,cheb khale king algerian rai die pari hospit got infect covid19,101,18,0,1,1,0,0,0,0,0
3270,3270,0.0,costco post sarcast repli custom facebook costco requir custom wear face mask store coronavirus pandem rais hackl question brazen facebook comment fals,244,37,0,0,0,1,1,1,1,4
2448,2448,0.0,way wear medic mask depend purpos sick white mouth fear infect wear opposit way,174,34,0,0,0,1,1,1,1,4
2833,2833,0.0,covid19 patient ghana recov,49,7,0,0,0,1,1,1,1,4
1441,1441,0.0,park adra spain fumig poison,62,11,0,0,0,1,1,1,1,4
3639,3639,0.0,video show health profession turn back mayor citi são paulo,92,16,0,0,0,1,1,1,1,4
3252,3252,0.0,photo show babi name kyle recent diagnos covid19 get openheart surgeri day born,134,22,0,0,0,1,1,1,1,4
2089,2089,0.0,photo bill sgd 180000 usd 128000 singapor hospit share multipl post facebook alongsid claim invoic given coronavirus patient treatment diseas covid19,239,41,0,0,0,1,1,1,1,4
2817,2817,0.0,vitamin c lemon water prevent coronavirus,47,7,0,0,0,1,1,1,1,4
4137,4137,0.0,prime minist covid19 admit hospit staff ask sign offici secret act refus dismiss,168,30,1,1,0,1,1,1,1,4
778,778,0.0,eucalyptus spray destroy virus sarscov2,64,9,0,0,0,1,1,1,1,4
1960,1960,0.0,claim offici data death itali 2019 2020,89,17,0,0,0,1,1,1,1,4
3454,3454,0.0,eucalyptus prevent elimin covid19,44,5,0,0,0,1,1,1,1,4
713,713,0.0,madrid govern announc student makeup class summer,87,12,0,0,0,1,1,1,1,4
4191,4191,0.0,hospit debar north macedonia left epidemiologist,74,11,0,0,0,1,1,1,1,4
3539,3539,0.0,pictur show mecca total,39,6,0,0,0,1,1,1,1,4
1236,1236,0.0,postobon tank colombia infect coronavirus soda contamin,91,14,0,0,0,1,1,1,1,4
1581,1581,0.0,photo coronavirus patient treat road itali,67,11,0,0,0,1,1,1,1,4
4086,4086,0.0,shave beard protect new coronavirus,63,10,0,0,0,1,1,1,1,4
921,921,0.0,covid19 vaccin microchip,52,8,0,0,0,1,1,1,1,4
818,818,0.0,coronavirus common cold folk,45,7,0,0,0,1,1,1,1,4
579,579,0.0,india minist state ayush shripad naik held press confer claim princ charl follow rule ayurveda recov soon,173,29,1,1,0,1,1,1,1,4
448,448,0.0,imag show peopl fall street wuhan,52,9,1,1,0,1,1,1,1,4
3688,3688,0.0,video alleg seer predict coronavirus decemb 2019,74,13,0,0,0,1,1,1,1,4
3811,3811,0.0,photo show meet turkish doctor die covid19 child munich,100,19,0,1,0,1,1,1,1,4
867,867,0.0,claim say mortal increas europ covid19 exagger,83,13,0,0,0,1,1,1,1,4
887,887,0.0,pictur bail funk type brazilian popular parti são paulo coronavirus despit restrict mass gather covid19,158,25,0,0,0,1,1,1,1,4
1450,1450,0.0,dr megha vya pune india die covid19 treat covid patient,84,14,0,0,0,1,1,1,1,4
863,863,0.0,dead bodi coronavirus patient discard mass grave itali accord 23second video clip gone viral social media,154,26,0,0,0,1,1,1,1,4
1612,1612,0.0,nurs komal mishra pune india die covid19 treat patient,87,14,0,0,0,1,1,1,1,4
396,396,0.0,spanish guardia civil recommend uninstal zoom applic,68,8,0,0,0,1,1,1,1,4
2768,2768,0.0,netflix give spoiler citi screen discourag peopl go,75,12,0,1,0,1,1,1,1,4
1613,1613,0.0,noimot salako ogun state deputi governor claim state deploy africa mobil covid19 test lab,113,16,0,0,0,1,1,1,1,4
288,288,0.0,pictur sao paulo graveyard prepar secret covid19 victim brazil govern,99,14,0,0,0,1,1,1,1,4
3907,3907,0.0,israel fight coronavirus lockdown econom impact,70,9,0,0,0,1,1,1,1,4
4064,4064,0.0,gargl hot water cure coronavirus say doctor mumbai covid19 hospit,90,13,0,0,0,1,1,1,1,4
3933,3933,0.0,whatsapp video featur rabbi dan ben avraham intern presid netzarita ami allianc accord twitter video rabbi say isra minist health offici declar israel coronavirus vaccin israel vaccin,299,46,0,0,0,1,1,1,1,4
295,295,0.0,kenya african countri receiv covid19 vaccin unit kingdom,90,15,0,0,0,1,1,1,1,4
934,934,0.0,facebook user call mass medit open magic portal stop coronavirus 5g alleg caus coronavirus,143,21,0,0,0,1,1,1,1,4
939,939,0.0,video show obey curfew india punish place covid19 patient,112,20,0,1,0,1,1,1,1,4
2410,2410,0.0,free mask govern fight coronavirus fill form web link,102,19,0,0,0,1,1,1,1,4
951,951,0.0,dpp democrat progress parti politician wang shijian said taiwan 500 confirm case,110,16,0,0,0,1,1,1,1,4
4018,4018,0.0,famili starv food commit suicid india lockdown,67,10,0,0,0,1,1,1,1,4
972,972,0.0,death toll wuhan coronavirus reach 10000 peopl,61,10,1,1,1,0,0,0,0,0
52,52,0.0,inhal hot steam kill coronavirus,45,7,0,0,0,1,1,1,1,4
2462,2462,0.0,86 client brothel quarantin prostitut test posit coronavirus,90,14,0,0,0,1,1,1,1,4
2608,2608,0.0,social media post claim chloroquin antimalari drug cure covid19,79,11,0,0,0,1,1,1,1,4
2665,2665,0.0,chines court gave permiss kill 20000 patient infect coronavirus,81,11,0,0,0,1,1,1,1,4
3518,3518,0.0,italian tv program show 2015 new coronavirus creat scientist experi,103,17,0,0,0,1,1,1,1,4
3875,3875,0.0,photo swollen amygdala healthi caption say covid19 patient,125,23,0,0,0,1,1,1,1,4
2309,2309,0.0,video flock crow shot wuhan china,56,12,0,0,0,1,1,1,1,4
3885,3885,0.0,chines swat team take coronavirus suspect,53,9,0,0,0,1,1,1,1,4
2606,2606,0.0,news media outlet abp majha basi intern memo south central railway report special train announc strand migrant worker home,184,32,1,1,0,1,1,1,1,4
155,155,0.0,steam boil orang kill covid19,43,6,0,0,0,1,1,1,1,4
1510,1510,0.0,1866 court case bar state enforc socialdistanc regul state fact use polic power protect health safeti welfar person border fals,210,31,0,0,0,1,1,1,1,4
561,561,0.0,video alleg predict happen 2020,68,10,0,1,0,1,1,1,1,4
2588,2588,0.0,give high dose vitamin c patient covid19 prove effect combat diseas,110,19,1,1,0,1,1,1,1,4
3801,3801,0.0,video say coronavirus invent patent usa plant china,95,17,0,0,0,1,1,1,1,4
3868,3868,0.0,embassi japan warn japanes medic system collaps soon,80,13,0,0,0,1,1,1,1,4
2597,2597,0.0,simpson predict epidem,37,5,0,1,0,1,1,1,1,4
124,124,0.0,indian rule parti bjprun state manipur india coronavirus free state,85,12,0,0,0,1,1,1,1,4
1196,1196,0.0,having sex morn kill coronavirus,44,6,0,0,0,1,1,1,1,4
231,231,0.0,healthi ministri sent email new coronavirus,58,9,0,0,0,1,1,1,1,4
1829,1829,0.0,spanish polit parti vox assur govern hide imag hundr coffin park lot,122,21,0,0,0,1,1,1,1,4
2470,2470,0.0,coronavirus patient bite doctor jugular usa,57,9,0,0,0,1,1,1,1,4
18,18,0.0,photograph claim pavilion set madrid bed homeless peopl,109,20,0,0,0,1,1,1,1,4
168,168,0.0,video show black peopl attack asian peopl share thousand time onlin recent week african live china report discrimin link coronavirus pandem,217,32,0,0,0,1,1,1,1,4
1710,1710,0.0,graphic social media card suppos unicef contain tip inform prevent combat coronavirus outbreak covid19,151,23,0,0,0,1,1,1,1,4
980,980,0.0,public facebook assur confirm spanish presid vice presid ill covid19 assur king close parliament dissolv cort polit militari control countri,267,43,0,0,0,1,1,1,1,4
644,644,0.0,indian media outlet claim man madhya pradesh khargon pass away covid19,96,15,0,0,0,1,1,1,1,4
3604,3604,0.0,michigan gov gretchen whitmer famili spent 20 second home break stayathom order,111,17,0,0,0,1,1,1,1,4
176,176,0.0,presid unit state america donald trump test posit covid19,98,16,1,1,0,1,1,1,1,4
2386,2386,0.0,so2 map prove massiv human cremat wuhan,53,9,0,1,0,1,1,1,1,4
95,95,0.0,covid19 medicin found ghana,38,6,0,1,0,1,1,1,1,4
3965,3965,0.0,covid19 death israel found cure covid19 mixtur lemon bake soda,108,21,0,0,0,1,1,1,1,4
1163,1163,0.0,post claim pictur colombian doctor fight covid19,71,12,0,0,0,1,1,1,1,4
936,936,0.0,governor andi beshear author kentucki teacher inhom visit parent approv teacher inspect bedroom student current enrol k8,182,26,0,0,0,1,1,1,1,4
2259,2259,0.0,bat market bat meat sold wuhan,45,9,0,0,0,1,1,1,1,4
1262,1262,0.0,coronavirus remain asphalt day,50,8,0,0,0,1,1,1,1,4
4012,4012,0.0,video show deer walk street ciudad real spain,64,12,0,0,0,1,1,1,1,4
2067,2067,0.0,report claim vegetarian world found infect covid19,99,17,0,0,0,1,1,1,1,4
2921,2921,0.0,bill gate profit vaccin want reduc world popul,80,12,0,0,0,1,1,1,1,4
966,966,0.0,brazilian presid declar gaza coronavirus free citi,71,10,1,1,0,1,1,1,1,4
2306,2306,0.0,cristiano ronaldo bought privat island escap coronavirus,63,8,0,0,0,1,1,1,1,4
107,107,0.0,book name ahbarüz zaman predict coronavirus epidem,72,9,0,1,0,1,1,1,1,4
1535,1535,0.0,closur school franc presid emmanuel macron announc class summer catch,109,17,0,0,0,1,1,1,1,4
1914,1914,0.0,video show arrest coronavirus case jordan,64,11,1,1,0,1,1,1,1,4
3765,3765,0.0,american presid donald trump announc test inject disinfect fight new coronavirus begin africa,141,21,0,0,0,1,1,1,1,4
172,172,0.0,black bodi bag refer death new york reason lockdown essenti,96,18,0,0,0,1,1,1,1,4
982,982,0.0,propoli cure covid19,25,3,0,0,0,1,1,1,1,4
2807,2807,0.0,report chines vaccin covid19 arriv africa,81,14,0,0,0,1,1,1,1,4
3320,3320,0.0,senegales presid govern appear mask press confer,82,11,0,0,0,1,1,1,1,4
2340,2340,0.0,video show huge crowd gather american mall neglect social distanc current pandem,112,17,0,0,0,1,1,1,1,4
902,902,0.0,prof shenm minzi zanjan univers said lemon cure help covid19,83,13,0,1,0,1,1,1,1,4
566,566,0.0,helicopt go spread medicin againt coronavirus,69,9,0,0,0,1,1,1,1,4
190,190,0.0,georg soro own wuxi pharma lab locat wuhan china covid19 develop conveni broke,122,19,0,0,0,1,1,1,1,4
3644,3644,0.0,person die twice covid19 peopl thing differ place lifetim fals,144,22,0,0,0,1,1,1,1,4
1679,1679,0.0,news site adepanew state ghana health servic announc 100 covid19 recoveri rate,102,16,0,0,0,1,1,1,1,4
560,560,0.0,photo room line coffin show italian nation kill novel coronavirus pandem 2020,115,19,0,0,0,1,1,1,1,4
1963,1963,0.0,hunagrian author captur men 50 spend quarantin goven facil,106,16,0,0,0,1,1,1,1,4
233,233,0.0,whatsapp chain claim consum food high ph help counteract coronavirus increas ph level bodi,141,24,0,0,0,1,1,1,1,4
795,795,0.0,cat dog infect contamin human covid19,72,12,0,0,0,1,1,1,1,4
1228,1228,0.0,post share ten thousand time facebook twitter claim factori australian citi melbourn hoard essenti suppli includ babi formula toilet paper hand sanitis export china novel coronavirus pandem,290,47,0,0,0,1,1,1,1,4
3187,3187,0.0,video roof bat claim sourc coronavirus,69,14,0,0,0,1,1,1,1,4
1470,1470,0.0,media group globo publish photo dead lampedusa shipwreck covid19 victim,113,20,0,0,0,1,1,1,1,4
3467,3467,0.0,purport advisori share repeat multipl facebook twitter whatsapp post claim disinfect spray air overnight india effort kill novel coronavirus covid19 post urg resid remain indoor spray,290,46,0,0,0,1,1,1,1,4
3228,3228,0.0,italian boy lost father mother covid19 look sky call mother,111,23,0,1,1,0,0,0,0,0
704,704,0.0,late herbalist known dr sebi correct say virus dont exist,78,13,0,0,0,1,1,1,1,4
3764,3764,0.0,whatsapp chain say consum alkalin food help fight coronavirus,82,12,0,0,0,1,1,1,1,4
2020,2020,0.0,prime minist narendra modi announc 14hour curfew virus live 12 hour surfac,101,17,0,0,0,1,1,1,1,4
1089,1089,0.0,deal 134 patient italian doctor coupl took mask stare heart die later,154,27,0,0,0,1,1,1,1,4
2181,2181,0.0,video show huge crowd migrant worker gather maharashtra amid covid19 lockdown,92,14,0,0,0,1,1,1,1,4
3354,3354,0.0,stage 4 epidem mean quarantin citi franc,69,12,0,0,0,1,1,1,1,4
2440,2440,0.0,viral photo nigeria suggest presid obasanjo said coronavirus nigeria minist health lie,136,22,0,0,0,1,1,1,1,4
2289,2289,0.0,hour work medic isol ward pictur egyptian hero egyptian white armi,116,20,0,1,1,0,0,0,0,0
3566,3566,0.0,video say italian elder 65 taken custodi spanish elder ask leav home violat sent concentr camp,165,29,0,0,0,1,1,1,1,4
2191,2191,0.0,food discard sao paulo governor decre,53,8,0,0,0,1,1,1,1,4
3156,3156,0.0,chines begun use human corps process product corn beef ship africa share contact import,163,28,1,1,0,1,1,1,1,4
1121,1121,0.0,hot weather stop covid19 pandem,45,7,0,0,0,1,1,1,1,4
1603,1603,0.0,whatsapp messag claim italian govern sent nas branch carabinieri close depart charg plamsarel therapi mantua hospit cure covid19 48 hour govern order obtain bill gate vaccin,301,48,0,0,0,1,1,1,1,4
2710,2710,0.0,drink warm water gargl 15 minut rins new coronavirus,81,14,0,1,1,0,0,0,0,0
3194,3194,0.0,warm drink kill coronavirus virus die ambient temperatur higher 26ºc gargl warm water help treat diseas virus stay hand 10 minut,196,33,0,0,0,1,1,1,1,4
4177,4177,0.0,coronavirus sarin gas,38,6,1,1,0,1,1,1,1,4
3359,3359,0.0,south korean presidenti blue hous forbid term wuhan pneumonia,73,10,0,1,1,0,0,0,0,0
53,53,0.0,peopl riberalta bolivia punish demand food,65,9,0,0,0,1,1,1,1,4
1834,1834,0.0,mayor guayaquil ecuador lie health condit,66,11,0,0,0,1,1,1,1,4
1347,1347,0.0,contacttrac app stopcovid instal sli user phone,78,12,0,0,0,1,1,1,1,4
2842,2842,0.0,photo australian 10 banknot share multipl time facebook twitter alongsid claim note featur imag repres coronavirus billionair philanthropist bill gate,211,30,0,0,0,1,1,1,1,4
1868,1868,0.0,mosquito transfer covid19 person person,58,8,0,0,0,1,1,1,1,4
4153,4153,0.0,whatsapp limit forward messag,52,8,0,0,0,1,1,1,1,4
1942,1942,0.0,wash throat salt water appl vinegar cure covid19,71,12,0,0,0,1,1,1,1,4
1896,1896,0.0,uganda postpon general elect covid19,56,8,0,0,0,1,1,1,1,4
1620,1620,0.0,imag narrat claim huge number muslim roam beruwala citi sri lanka curfew risk live amid covid19,162,29,0,0,1,0,0,0,0,0
4206,4206,0.0,govern turn lord vinayaka kanipakam templ isol ward treat coronavirus patient,113,15,0,0,0,1,1,1,1,4
4113,4113,0.0,di bella treatment method use cure covid19,63,10,0,0,0,1,1,1,1,4
2464,2464,0.0,contain soda colombia infect coronavirus,67,11,0,0,0,1,1,1,1,4
937,937,0.0,drink hot tea lemon juic kill coronavirus,56,9,0,0,0,1,1,1,1,4
1808,1808,0.0,say american niaid director dr anthoni fauci stand lose 100 million dollar bill gate vaccin coronavirus invest vaccin,166,26,0,0,0,1,1,1,1,4
113,113,0.0,covid19 vaccin candid insert microchip human,62,8,0,0,0,1,1,1,1,4
3932,3932,0.0,video show peopl flout lockdown rule west bengal india,68,10,0,0,0,1,1,1,1,4
2003,2003,0.0,imag circul social network assur govern guatemala plan reopen commerci church school,160,25,0,0,0,1,1,1,1,4
2975,2975,0.0,barack obama warn african coronavirus vaccin,59,7,0,0,0,1,1,1,1,4
227,227,0.0,wife chines shop owner totana murcia spain coronavirus,76,13,0,0,0,1,1,1,1,4
1113,1113,0.0,corona virus claim black belt chuck norri dead 80,62,11,0,0,0,1,1,1,1,4
96,96,0.0,singl sourc muslim spread coronavirus leav money strewn street,89,13,0,0,0,1,1,1,1,4
1205,1205,0.0,new coronavirus creat chines research facil wuhan,73,12,0,0,0,1,1,1,1,4
4117,4117,0.0,video show famili die novel coronavirus,55,9,0,0,0,1,1,1,1,4
2507,2507,0.0,email sent major newsroom portugues govern announc cancel project airport financi restrict caus impact coronavirus,179,26,1,1,0,1,1,1,1,4
337,337,0.0,taiwan central epidem command center cecc sent email entitl final notic instruct peopl contact covid19 case,154,24,0,0,0,1,1,1,1,4
3428,3428,0.0,red soap white handkerchief good coronavirus,67,10,0,0,0,1,1,1,1,4
3199,3199,0.0,post facebook said health ministri costa rica coronavirus test home home suspici pacient,121,21,0,0,0,1,1,1,1,4
502,502,0.0,world health organis protocol procedur lockdown period control danger virus step 11 day step 221 day 5 day step 328 day 5 day step 415 day,201,33,1,1,0,1,1,1,1,4
651,651,0.0,erdogan close mosqu turkey coronavirus pandem,74,11,0,0,0,1,1,1,1,4
86,86,0.0,video show maasai tribe member kenya whip peopl violat countri curfew coronavirus pandem,127,20,1,0,0,1,1,1,1,4
264,264,0.0,egyptian doctor invent fluid treat coronavirus,59,9,0,0,0,1,1,1,1,4
884,884,0.0,wuhan impos second lockdown resurg covid19 case,74,12,0,0,0,1,1,1,1,4
1051,1051,0.0,emerg notif issu spanish health ministri coronavirus,79,10,0,0,0,1,1,1,1,4
3374,3374,0.0,adida donat shoe campaign coronavirus,64,10,0,0,0,1,1,1,1,4
2782,2782,0.0,imag relat coronavirus outbreak,51,8,0,0,0,1,1,1,1,4
200,200,0.0,messag claim disast manag act dma indian govern updat post coronavirus relat inform social media,171,25,0,0,0,1,1,1,1,4
2930,2930,0.0,claim indian actor jaav jaaferi tweet necessari muslim fruit vendor appli spit fruit covid19 posit,154,25,0,0,0,1,1,1,1,4
1594,1594,0.0,quarantin end ukrain,58,11,0,1,1,0,0,0,0,0
3461,3461,0.0,audio mumbai polic commission talk strict measur taken implement 21day lockdown coronavirus case surg india 27 march 2020,201,33,0,0,0,1,1,1,1,4
4076,4076,0.0,video show healthcar worker danc hospit caption say film israel covid19 patient hospit cure,153,26,0,0,0,1,1,1,1,4
3222,3222,0.0,vaccin polio fund bill gate paralys 500 000 children india 2000 2017,115,20,1,1,0,1,1,1,1,4
3449,3449,0.0,helicopt spray disinfect tri erad coronavirus,72,9,0,0,0,1,1,1,1,4
305,305,0.0,3000 peopl elch spain infect coronavirus come milan intern footwear industri fair,135,19,0,0,0,1,1,1,1,4
1444,1444,0.0,covid19 found packag toilet paper thing reader need amid 2020 coronavirus pandem fiction disguis news fals,163,24,0,0,0,1,1,1,1,4
1957,1957,0.0,presid trump announc biolog lab wuhan covid19 virus creat fund presid barak hussein obama 2015 tune 3800000 american dollar,203,32,0,0,0,1,1,1,1,4
3585,3585,0.0,zinc lozeng proven protect covid19,54,8,0,1,1,0,0,0,0,0
3311,3311,0.0,coffin alleg covid19 victim unearth belo horizont brazil rock insid,108,16,0,0,0,1,1,1,1,4
1317,1317,0.0,el paí publish renf propos ert employe coronavirus,92,16,0,0,0,1,1,1,1,4
841,841,0.0,corpor invent coronavirus,39,4,0,0,0,1,1,1,1,4
3629,3629,0.0,covid19 epidem ice rink turn morgu mulhous franc,90,16,0,0,0,1,1,1,1,4
3446,3446,0.0,govern india plan exit lockdown phase,68,11,0,0,0,1,1,1,1,4
773,773,0.0,spread covid19 began octob contamin flu vaccin coronavirus remain latent bodi patient emerg month later,170,27,0,0,0,1,1,1,1,4
3940,3940,0.0,militari plane go fumig region comunidad valenciana disinfect coronavirus,106,16,0,0,0,1,1,1,1,4
3030,3030,0.0,chlorin dioxid clo2 cure bug worri govern world,97,16,0,0,0,1,1,1,1,4
1518,1518,0.0,video member indian parliament rahul gandhi state red zone green zone green zone red zone amidst covid19 situat,154,26,0,0,0,1,1,1,1,4
3049,3049,0.0,lysol disinfect coronavirus show virus new,72,11,0,0,0,1,1,1,1,4
1636,1636,0.0,advis popul avoid having unprotect sex anim,69,10,0,0,0,1,1,1,1,4
805,805,0.0,imag covid19 infect indonesian doctor hadio ali watch daughter distanc bid final goodby imag said post wife,169,30,0,0,0,1,1,1,1,4
199,199,0.0,black peopl resist covid19,45,7,0,0,0,1,1,1,1,4
1171,1171,0.0,bill gate said covid19 vaccin perman chang dna,76,12,0,0,0,1,1,1,1,4
1433,1433,0.0,video show dean kasturba hospit tell gargl salt water kill coronavirus,90,13,0,0,0,1,1,1,1,4
4077,4077,0.0,video post relat coronavirus circul social media say china distribut quran,107,17,0,0,0,1,1,1,1,4
1557,1557,0.0,whatsapp messag contain multipl health advis,51,6,0,1,0,1,1,1,1,4
3661,3661,0.0,speech spanish king felip vi coronavirus plagiar book palmera en la niev las palmera,125,20,0,0,0,1,1,1,1,4
3738,3738,0.0,indian busi tycoon ratan tata said year 2020 year surviv,79,14,0,0,0,1,1,1,1,4
1246,1246,0.0,italian throw money street demonstr health bought money,95,16,0,0,0,1,1,1,1,4
700,700,0.0,crackdown drunken drive stop risk covid19 transmiss,74,11,0,1,1,0,0,0,0,0
3754,3754,0.0,post say hold breath tell infect covid19,96,20,0,0,0,1,1,1,1,4
427,427,0.0,russia unleash 500 lion ensur peopl stay insid home amid coronavirus outbreak,113,18,1,1,0,1,1,1,1,4
4004,4004,0.0,covid19 pandem coverup starlink project elon musk launch dozen satellit,120,20,0,0,0,1,1,1,1,4
4070,4070,0.0,cattl vaccin fight covid19 confus stem overus word coronavirus fals,137,22,0,0,0,1,1,1,1,4
